所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
【0208版本】数据目录管理,管理域目录管理 编辑 验证编辑提交(仅存在非目录类流程时不被锁定),存在L3节点G且仅挂接有非目录类未办结流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开至L3层级并找到节点G
3. 点击节点G【编辑】按钮
4. 在弹窗中修改任一合法字段
5. 点击【保存】
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 保存时仅在扩展后的目录相关流程范围内进行校验,忽略非目录类流程
4. 因不存在未办结目录相关流程,本次编辑保存成功且无锁定提示
5. 列表及详情中节点G展示为更新后的新值
",,2,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 验证L1/L2/L3编辑(无目录相关流程时编辑成功),存在一组全新目录E1-E2-E3且无任何关联目录相关流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 依次对L3节点E3、L2节点E2、L1节点E1执行以下操作: 点击对应【编辑】按钮
3. 在弹窗中修改合法字段
4. 点击【保存】
5. 刷新列表并查看相应节点详情
","1. 页面加载成功
2. 各级编辑弹窗均可正常打开
3. 保存时未检测到任何未办结目录相关流程
4. L1/L2/L3各级编辑均保存成功,无锁定提示
5. 列表及详情展示的数据与编辑内容一致
",,2,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 验证L3业务对象编辑(仅存在已办结目录相关流程时允许编辑),存在L3节点F且相关目录类流程均为已办结状态,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开至L3层级并找到节点F, 点击节点F【编辑】按钮
3. 在弹窗中修改节点名称、英文名称等合法字段
4. 点击【保存】
5. 返回列表并查看节点F详情
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 保存时仅检测到已办结目录相关流程,未命中未办结流程
4. 本次编辑保存成功,无锁定提示
5. 列表与详情中节点F信息更新为编辑后的内容
",,2,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L1主题域分组编辑(下属L2或L3存在未办结目录相关流程时锁定),存在L1节点E且其下属L2或L3存在未办结目录相关流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开树形结构并找到L1节点E
3. 点击L1节点E【编辑】按钮
4. 在弹窗中修改节点名称或业务数据Owner等合法字段
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 保存时检测到下属L2或L3存在未办结目录相关流程
4. Toast提示“存在相关未完成流程,已锁定。”
",,1,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(子L3存在未办结目录相关流程时锁定),存在L2节点D且其子L3中至少一个挂接有未办结目录相关流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开树形结构并找到L2节点D
3. 点击L2节点D【编辑】按钮
4. 在弹窗中修改节点名称或业务数据负责人等合法字段
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. 保存时检测到子L3存在未办结目录相关流程
4. Toast提示“存在相关未完成流程,已锁定。”
",,1,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L3业务对象编辑(存在未办结主数据识别流程锁定),存在L3节点C且挂接有未办结主数据识别流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开至L3层级并找到节点C
3. 点击节点C【编辑】按钮
4. 在弹窗中修改任一合法字段
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 保存时检测到节点C存在未办结主数据识别流程
4. Toast提示“存在相关未完成流程,已锁定。”
",,1,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L3业务对象编辑(存在未办结数据源认证流程锁定),存在L3节点B且挂接有未办结数据源认证流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开至L3层级并找到节点B
3. 点击节点B【编辑】按钮
4. 在弹窗中修改任一合法字段
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 保存时检测到节点B存在未办结数据源认证流程
4. Toast提示“存在相关未完成流程,已锁定。”
",,1,功能测试,功能测试阶段
【0208版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L3业务对象编辑(存在未办结数据安全定级流程锁定),存在L3节点A且挂接有未办结数据安全定级流程,"1. 进入【数据目录管理-管理域目录管理】页面
2. 展开至L3层级并找到节点A
3. 点击节点A【编辑】按钮
4. 在弹窗中修改任一合法字段
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 保存时检测到节点A存在未办结数据安全定级流程
4. Toast提示“存在相关未完成流程,已锁定。”
",,1,功能测试,功能测试阶段
【0127版本】流程中心,流程列表 数据认责流程 验证流程详情页功能正常,无,"1. 进入【流程中心-流程列表】页面
2. 找到一条流程记录, 点击流程标题
3. 检查详情页内容
4. 点击返回或关闭按钮
","1. 页面正常加载
2. 成功跳转至流程详情页面
3. 流程详情页面包含三个部分:办理组件、边栏组件、详情本体(显示基本信息、流程表单、审批记录)
- 基本信息: 流程标题、流程分类、流程发起人、申请时间、流程状态、任务标题、任务状态
- 流程表单: 业务流水号(SJRZ+8位日期+本日第几个提交的表单)、认责数据所属业务域、认责数据信息清单
- 审批记录: 序号、操作人姓名、操作时间、任务标题、操作、意见文本
4. 成功返回流程列表页面
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程列表 验证流程列表字段显示完整性,无,"1. 进入【流程中心-流程列表】页面
2. 检查列表的表头字段
","1. 页面正常加载
2. 流程标题、流程分类、流程发起人、申请时间、审批节点、审批结果、审批处理时长
",,3,功能测试,功能测试阶段
【0127版本】流程中心,流程列表 验证流程标题搜索功能,无,"1. 进入【流程中心-流程列表】页面
2. 【流程标题】输入内容进行模糊搜索
3. 【流程分类】选择选项进行搜索
4. 检查列表展示的数据
","1. 页面正常加载
2. 搜索成功
3. 搜索成功
4. 【流程标题】和【流程分类】组合搜索为AND逻辑
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程列表 验证流程口径TAB与列表过滤展示,拥有流程列表及各类口径TAB的菜单权限且系统中存在各口径的流程数据,"1. 进入【流程中心-流程列表】页面
2. 切换【我的流程】TAB
3. 切换【我的待办】TAB
4. 切换【我的已办】TAB
5. 依次切换到【我的待阅】【我的转办】【我的委托】【我的受托】TAB
","1. 默认进入【我的流程】TAB
2. TAB切换成功
3. TAB切换成功
4. TAB切换成功
5. TAB切换成功
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 异常场景 验证数据安全定级流程(重复性校验拦截),"1) L3业务对象字段数据完整<br>2) 拥有发起权限且当前用户未办结的同流程中, 存在重复L3元素","1. 点击【发起流程】按钮
","1. Toast提示: 请勿重复提交
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 异常场景 验证数据认责流程(完整性校验拦截),拥有发起权限且存在L3业务对象字段存在为null的数据,"1. 进入【数据标准-数据认责流程】表单页面
2. 在【认责数据所属L2业务域】中选择L2并加载L3
3. 检查L3业务对象明细列表
4. 点击【发起流程】
","1. 成功进入
2. 加载成功
3. 列出该L2下所有L3数据责任人 = 当前用户的L3业务对象
4. Toast提示: 信息不完整，请联系管理员确认.
",,1,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 异常场景 验证数据认责流程(未授权访问拦截),无【数据认责流程】发起权限,"1. 进入【流程中心-流程发起】页面
2. 点击【数据标准-数据认责流程】二级目录
","1. 进入成功
2. Toast提示: 您不是本流程的发起者,无法进入流程配置表单页面
",,1,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 验证已办结流程可重复发起,拥有【数据认责流程】发起权限且存在已办结的数据认责流程,"1. 进入【数据标准-数据认责流程】表单页面
2. 选择与已办结流程相同的L2节点
3. 在L3节点选择器中选择与已办结流程相同的L3节点
4. 点击【发起流程】
","1. 成功进入表单页面
2. L2节点选择成功
3. L3节点选择成功
4. 1) 流程发起成功
2) 流程列表中新增一条流程记录,与之前的已办结流程独立,互不影响
",,1,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 验证无匹配L3可认责拦截,拥有发起权限且当前用户在某L2下并无作为"数据标准责任人"的L3节点,"1. 进入【数据标准-数据认责流程】表单页面
2. 在【认责数据所属L2业务域】中选择该L2节点
","1. 成功进入表单页面
2. 1) Toast提示: 无您可认责数据
2) 系统不生成对应的L3明细表单,L3节点选择器为空或不可操作
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 验证表单字段回显完整性,无,"1. 进入【数据标准-数据认责流程】表单页面
2. 在【认责数据所属L2业务域】中选择一个L2节点
3. 在L3节点选择器中选择一个L3节点
4. 检查表单回显的所有L3字段信息
","1. 成功进入表单页面
2. L2节点选择成功
3. L3节点选择成功
4. L3字段正确回显,包括: 序号、L3业务对象名称、L3业务对象完整编码、业务对象定义、业务对象数据标准责任人工号
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 验证L3节点支持选择多选,拥有【数据认责流程】发起权限且对应L2节点下存在多个当前用户为"数据标准责任人"的L3节点,"1. 进入【数据标准-数据认责流程】表单页面
2. 在【认责数据所属L2业务域】中选择满足前置条件的L2节点
3. 在L3节点选择器中选择多个L3节点, 并加载L3
4. 点击【发起流程】按钮
5. 进入流程列表, 查看流程详情
","1. 成功进入表单页面
2. L2节点选择成功,L3节点选择器中正确显示该L2下所有符合条件的L3节点
3. L3节点选择并加载成功
4. 流程发起成功
5. 流程详情中显示所有已选择的L3节点信息,数量与选择时一致
",,2,功能测试,功能测试阶段
【0127版本】流程中心,流程发起 数据认责流程 验证发起数据认责流程完整流程,拥有【数据认责流程】发起权限且对应L2节点下存在当前用户为"数据标准责任人"的L3节点,"1. 进入【流程中心-流程发起】页面
2. 检查页面展示的流程目录结构
3. 点击【数据标准管理-数据认责流程】二级目录
4. 在【认责数据所属L2业务域】中选择L2节点
5. 选择需要进行认责的L3节点
6. 检查认责数据信息清单
7. 点击【发起流程】按钮
8. 查看流程列表,确认流程已发起
","1. 页面加载正常
2. 展示二层目录结构
3. 成功跳转至数据认责流程配置表单页面
4. 选择成功,下拉列表中正确显示当前用户为数据标准责任人的所有L2节点
5. 1) 选择成功. 至少选择1个,支持多选
2) 仅能选L3,不可选L0-L2
6. 正确列出该L2下所有数据标准责任人= 当前用户的L3业务对象明细列表
7. 流程发起成功
8. 流程列表中新增一条流程记录,流程状态: 审批中
",,1,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L3用户不存在),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001
   - L1主题域分组名称: 设备管理
   - 业务数据Owner工号: 8088888X
   - L2本级编码: B001
   - L2主题域名称: 设备维修
   - 业务数据负责人工号: 8088888X
   - L3业务对象名称: 设备维修工单
   - L3业务对象英文名称: Equipment_Maintenance_Order
   - L3业务对象英文简称: EMO
   - 业务对象定义: 设备全生命周期管理，包含设备采购、维修、报废等流程
   - 数据标准责任人工号: INVALID003(不存在的工号)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L3校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败0条，L3失败1条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L3业务对象名称同级重复),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   - L3名称: 设备维修工单
   第4行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   - L3名称: 设备维修工单(L3名称相同)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L3校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败0条，L3失败1条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L3数据标准责任人为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   - L3名称: 设备维修工单
   - L3英文名称: Equipment_Maintenance_Order
   - 业务对象定义: 设备全生命周期管理
   (不填写数据标准责任人工号)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L3校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败0条，L3失败1条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L3业务对象定义为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   - L3名称: 设备维修工单
   - L3英文名称: Equipment_Maintenance_Order
   (不填写业务对象定义)
3. 点击【导入新建】上传文件
","1. 页面加载成功
3. 1) L3校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败0条，L3失败1条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L3英文名称超200位),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   - L3名称: 设备维修工单
   - L3英文名称: Equipment_Maintenance_Order_With_Very_Long_Name_Exceeding_200_Characters_Limit_For_Testing_Purpose_Only_This_Is_A_Test_String_To_Validate_The_Maximum_Length_Constraint_Implementation_And_Behavior_In_The_Application_System
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L3校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败0条，L3失败1条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L3英文名称为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   - L3名称: 设备维修工单
   (不填写L3英文名称)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L3校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败0条，L3失败1条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L2用户不存在),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001
   - L1主题域分组名称: 设备管理
   - L2本级编码: B001
   - L2主题域名称: 设备维修
   - 业务数据负责人工号: INVALID002(不存在的工号)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L2校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败1条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L2名称同级重复),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修
   第4行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B002, L2名称: 设备维修(与第3行L2名称相同)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L2校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败1条，L3失败0条，其他失败0条
2) 不生成重复节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L2本级编码同级重复),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   第4行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修, 业务数据负责人工号: 8088888X
   (L1本级编码和L2本级编码完全相同)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L2校验阶段被拦截(去重步骤),导入结果Toast提示: 导入完成，其中成功1条，识别失败0条，重复1条，L1失败0条，L2失败0条，L3失败0条，其他失败0条
2) 只生成一个L2节点，不生成重复节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(业务数据负责人为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001, L2名称: 设备维修
   (不填写业务数据负责人工号)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L2校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败1条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L2本级编码为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码为空, L2名称: 测试主题域
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L2校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败1条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L2名称为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   - L2本级编码: B001
   (L2名称留空)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L2校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败0条，L2失败1条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L1名称同级重复),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   第4行填写数据如下:
   - L1本级编码: A001, L1名称: 设备管理, 业务数据Owner工号: 8088888X
   (L1本级编码和L1名称完全相同)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L1校验阶段被拦截(去重步骤),导入结果Toast提示: 导入完成，其中成功1条，识别失败0条，重复1条，L1失败0条，L2失败0条，L3失败0条，其他失败0条
2) 只生成一个L1节点，不生成重复节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L1用户不存在),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001
   - L1主题域分组名称: 设备管理
   - 业务数据Owner工号: INVALID001(不存在的工号)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L1校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败1条，L2失败0条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(业务Owner为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, L1名称: 测试主题域, 业务数据Owner工号留空
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L1校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败1条，L2失败0条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L1本级编码为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1名称: 测试主题域, 业务数据Owner工号: 8088888X
   (L1本级编码留空)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L1校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败1条，L2失败0条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(L1名称为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写数据如下:
   - L1本级编码: A001, 业务数据Owner工号: 8088888X
   (L1名称留空)
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) L1校验阶段被拦截,导入结果Toast提示: 导入完成，其中成功0条，识别失败0条，重复0条，L1失败1条，L2失败0条，L3失败0条，其他失败0条
2) 不生成该节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(基于编号去重过滤失效),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行填写L1本级编码=A001,L1名称=设备管理,业务数据Owner工号=8088888X
            第4行填写L1本级编码=A001,L1名称=设备管理,业务数据Owner工号=8088888X
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 1) 只保留第一条入库,导入结果Toast提示: 导入完成，其中成功1条，识别失败0条，重复1条，L1失败0条，L2失败0条，L3失败0条，其他失败0条
2) 只生成一个L1节点，不生成重复节点
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 导入新建 异常场景 验证导入新建(行记录分层识别失败),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 导入模版: 第3行仅填写L1本级编码=A001，不填写L1名称、业务数据Owner工号、L2/L3相关字段
3. 点击【导入新建】上传文件
","1. 页面加载成功
2. 模版创建成功
3. 导入结果Toast提示: 导入完成，其中成功0条，识别失败1条，重复0条，L1失败0条，L2失败0条，L3失败0条，其他失败0条
",,2,功能测试,功能测试阶段
