所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表，查看详情-搜索,无,"1. 支持选择关联规则、关联表名称、知识条目描述、知识条目名称，仅支持选择
2. 选择成功后，在文本框输入内容，点击查询
","1. 选择成功
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表，查看详情,无,"1. 点击【详情】
2. 详情所有字段均正确展示
3. 若质量知识库编辑修改保存成功
4. 点击【返回列表】
","1. 成功在本页面上再打开知识条目详情弹窗（不校验用户是否有【质量知识库】的权限）
2. 字段及字段值正确
3. 此处修改字段值同步更新
4. 成功返回列表页
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表,无,"1. 字段显示条目名称、描述、查看次数
2. 查看次数超过9999时
3. 查看次数小于等于9999时
","1. 字段正确
2. 显示9999+
3. 按照实际值显示
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库搜索及排序,无,"1. 选中当前规则tab
2. 支持对关联规则名称/关联表名称/知识条目名称/知识条目描述的关键字进行模糊搜索
3. 默认以查看次数降序排序
","1. 显示关联规则ID=本规则的知识条目卡片式列表，且仅展示已发布的知识条目
2. 搜索结果正确
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证详情tab,无,"1. 规则tab根据实例包含规则显示，根据规则ID顺序排列横向排列，最后显示关联问题TAB
2. 规则tab名称显示规则名称
","1. 支持tab切换，切换成功，内容展示正确
2. 显示正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证详情按钮,无,"1. 点击列表的【详情】按钮
2. 点击灰层或返回
","1. 成功展开该模块抽屉式详情
2. 成功收起详情
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证列表排序,无,"1. 默认以‘业务日期’倒序排序
2. 表名、节点ID、分区表达式、业务日期、执行开始时间、执行结束时间、状态、规则数 均支持排序
3. 点击字段旁的‘↕’图标切换正序、倒序
","1. 排序正确
2. 默认同时只支持一种类型排序
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证列表展示,无,"1. 列表数据来源
2. 列表字段包含表名、节点ID、分区表达式、业务日期、执行开始时间、执行结束时间、状态、规则数、操作按钮
3. 默认显示10条，大于10条分页展示
","1. 数据来自DataWorks-数据质量产品-质量规则任务实例
2. 显示正确
3. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证定时同步,无,"1. 每小时会定时发起同步任务
2. 如10：00定时自动同步成功
","1. 每一小时向dataworks请求数据更新，且同步成功
2. 「数据同步时间」时间正确，列表数据更新
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证立即同步,无,"1. 点击同步数据，立刻发起同步任务
2. 同步任务未结束时，再次点击同步校验
3. 同步任务完成时，查看「数据同步时间」
4. dataworks质量任务实例新增后，点击同步
5. dataworks质量规则变更点击同步
","1. 同步成功，质量任务实例列表数据更新
2. 提示：任务进行中，请稍后再试
3. 显示最后一次成功的同步完成时间，时间正确
4. 同步成功，数据门户数据同步新增实例
5. 同步成功，历史实例规则数据不会变更
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证数据最近同步时间,无,"1. 同步任务完成时，查看「数据同步时间」
","1. 显示最后一次成功的同步完成时间，时间正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证只看我已在门户关注的规则,无,"1. 默认勾选
2. 支持取消勾选
3. 勾选时过滤规则类型=‘未关注’的结果
","1. 显示正确
2. 列表展示全量数据
3. 过滤掉所有不含用户关注规则的实例
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证重置,无,"1. 点击重置清空所有搜索项
","1. 列表刷新展示全部数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证组合搜索,无,"1. 不同搜索条件组合搜索，取and关系
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证状态搜索,无,"1. 枚举类搜索组件
2. 支持选择正常、报警，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证执行结束时间搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm:ss
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证执行开始时间搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm:ss
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证业务日期搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm:ss
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证节点ID搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证表名称搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证分区表达式搜索,无,"1. 枚举类搜索组件
2. 支持选择，选择内容来源于字典配置，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 验证关注,无,"1. 点击【关注】
2. 点击【取关】
","1. 关注成功
2. 取关成功
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 验证实例,无,"1. 点击【实例】自动带入本规则名称作为筛选条件
","1. 成功进入【数据质量-质量任务示例】列表，且筛选结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-关联知识：点击详情,无,"1. 点击详情
","1. 在本页面上再打开知识条目详情弹窗（不校验用户是否有【质量知识库】的权限）
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-关联知识列表,无,"1. 列表显示知识名称、更新人、最后更新时间、操作
2. 默认一页展示10条，大于10条分页展示
","1. 字段及字段值正确
2. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-关联知识：该tab是否展示,无,"1. 当不存在任何关联知识时
2. 当存在关联知识大于等于1条
","1. 不显示本TAB
2. 显示本TAB
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-规则详情,无,"1. 引擎/数据源、引擎/数据源实例、规则名称、规则ID、规则类型、DW是否已删除、表名称、规则字段、强/弱、采样方式、校验规则描述、校验方式、比较方式、橙色阈值、红色阈值、期望值、过滤条件
2. 若dataworks以上字段发生变更，并重新同步成功
","1. 字段及字段值正确
2. 变更的字段值同步更新
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情tab,无,"1. 支持详情规则、管理问题、管理知识tab切换
","1. 切换成功，内容展示正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情按钮,无,"1. 点击列表的【详情】按钮
2. 点击灰层或返回
","1. 可展开该模块抽屉式详情
2. 成功收起详情
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证列表排序,无,"1. 默认以‘规则ID’倒序排序
2. 规则名称、规则类型、规则ID、表名、规则字段、强/弱 均支持排序
3. 点击字段旁的‘↕’图标切换正序、倒序
","1. 排序正确
2. 默认同时只支持一种类型排序
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证列表展示,无,"1. 列表数据来源
2. 列表字段包含规则名称、规则类型、规则ID、表名、规则字段、强/弱、操作按钮
3. 默认显示10条，大于10条分页展示
","1. 数据来自DataWorks-数据质量产品-质量监控规则
2. 显示正确
3. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证定时同步,无,"1. 每小时会定时发起同步任务
2. 如10：00定时自动同步成功
","1. 每一小时向dataworks请求数据更新，且同步成功
2. 「数据同步时间」时间正确，列表数据更新
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证立即同步,无,"1. 点击同步数据，立刻发起同步任务
2. 同步任务未结束时，再次点击同步校验
3. 同步任务完成时，查看「数据同步时间」
4. dataworks质量监控规则字段值变更，点击同步
5. dataworks质量监控规则新增后，点击同步
6. dataworks质量监控规则删除后，点击同步
","1. 同步成功，质量监控规则列表数据更新
2. 提示：任务进行中，请稍后再试
3. 显示最后一次成功的同步完成时间，时间正确
4. 同步成功，数据门户数据同步更新规则
5. 同步成功，数据门户数据同步新增规则
6. 同步成功，数据门户数据详情里面字段’dw是否已删除‘-已删除，不支持恢复
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证数据最近同步时间,无,"1. 同步任务完成时，查看「数据同步时间」
","1. 显示最后一次成功的同步完成时间，时间正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证折叠未定义类的规则,无,"1. 默认勾选
2. 支持取消勾选
3. 勾选时过滤规则类型=‘未定义类’的结果
","1. 显示正确
2. 列表展示全量数据
3. 搜索结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证分区表达式目录树,无,"1. 列表左侧显示分区表大师目录
2. 仅支持单选，选择后列表展示和该分区表达式一致的匹配的质量规则数据
3. 选择分区表达式目录搜索结果与其他文本型、枚举型搜索结果取and关系
","1. 目录树展示正确
2. 搜索结果正确
3. 搜索结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 搜索 验证重置,无,"1. 点击重置清空所有搜索项
","1. 列表刷新展示全部数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 搜索 验证组合搜索,无,"1. 不同搜索条件组合搜索，取and关系
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 搜索 验证规则类型搜索,无,"1. 枚举类搜索组件
2. 支持选择一致性、有效性、准确性、及时性、唯一性、完鍪性、特殊性、未定义类，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 搜索 验证表名搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 搜索 验证规则ID搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 搜索 验证规则名称搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据标准,命名词典（ifream嵌入） 验证排序,无,"1. 默认按照修改时间倒排
","1. 排序正确
",,3,功能测试,功能测试阶段
【0111版本】数据标准,命名词典（ifream嵌入） 验证列表,无,"1. datablau-命名词典-列表数据一致
2. 显示中文名、全称、简称、分类、修改时间
","1. 显示正确
2. 显示正确
",,2,功能测试,功能测试阶段
【0111版本】数据标准,命名词典（ifream嵌入） 验证标准名称输入搜索,无,"1. 支持输入标准名称，点击搜索，支持模糊搜索
","1. 搜索结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据标准,标准代码（ifream嵌入） 验证详情,无,"1. 点击详情
2. datablau-标准代码-详情数据一致
","1. 成功打开详情弹框
2. 显示正确
",,1,功能测试,功能测试阶段
【0111版本】数据标准,标准代码（ifream嵌入） 验证列表,无,"1. datablau-标准代码-列表数据一致
2. 显示名称、编号、主题、最后更新时间、操作
","1. 显示正确
2. 显示正确
",,3,功能测试,功能测试阶段
【0111版本】数据标准,标准代码（ifream嵌入） 验证目录树,无,"1. datablau-标准代码-目录树一致
2. 支持选择筛选
3. 选择目录树节点
","1. 显示正确
2. 仅支持单选
3. 列表正确显示该节点下所有的标准代码
",,2,功能测试,功能测试阶段
【0111版本】数据标准,标准代码（ifream嵌入） 验证代码名称输入搜索,无,"1. 支持输入代码名称，点击搜索，支持模糊搜索
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据标准,基础标准（ifream嵌入） 验证详情,无,"1. 点击详情
2. datablau-基础标准-详情数据一致
","1. 成功打开详情弹框
2. 显示正确
",,1,功能测试,功能测试阶段
【0111版本】数据标准,基础标准（ifream嵌入） 验证列表,无,"1. datablau-基础标准-列表数据一致
2. 显示名称、编码、主题、业务定义部门、最后更新时间、操作
","1. 显示正确
2. 显示正确
",,3,功能测试,功能测试阶段
【0111版本】数据标准,基础标准（ifream嵌入） 验证目录树,无,"1. 和datablau-基础标准-目录树一致
2. 支持选择筛选
3. 选择目录树节点
","1. 显示正确
2. 仅支持单选
3. 列表正确显示该节点下所有的基础标准
",,2,功能测试,功能测试阶段
【0111版本】数据标准,基础标准（ifream嵌入） 验证标准名称输入搜索,无,"1. 支持输入标准名称，点击搜索，支持模糊搜索
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据目录,验证重置按钮,无,"1. 点击重置
","1. 清空筛选项，列表刷新重置展示全部
",,3,功能测试,功能测试阶段
【0111版本】数据目录,验证名称搜索,无,"1. 输入节点名称，点击搜索，支持模糊搜索
2. 搜索后计数，查看列表计数正确
","1. 搜索结果正确，仅展示和输入节点名称符合的数据
2. 数量正确
",,3,功能测试,功能测试阶段
【0111版本】数据目录,验证数据目录页面正确展示,已完成从Datablau建模平台的数据同步,"1. 在“数据目录管理页面”查看目录展示区域
2. 展开各级节点，检查层级结构
","1. ifream嵌入和datablau原生功能保持一致
2. 节点父子关系与Datablau中定义一致，无缺失或错位
",,1,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证验证编辑-数据Owner清单：新增,无,"1. 点击新增，新增一行
2. 支持模糊姓名或工号输入搜索选择
3. 同一行支持单选，必填
4. 选择人员
5. 节点下 Owner 总数 0-99
6. 同一目录节点内，一级组织机构不可重复
","1. 使用『用云研平台封装的人员选择器组件』
2. 搜索结果正确
3. 为空提示：不能为空，请选择人员
4. 添加用户成功，数据Owner清单显示
5. 添加大于99个时，提示校验：单个节点最多允许 99 个数据 Owner
6. 添加重复组织机构，提示校验：组织机构重复，每个组织只能有 1 个数据 Owner
",,1,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证验证编辑-数据Owner清单,无,"1. 列表显示工号、姓名、岗位、组织机构
2. 排序按照添加时间倒排
3. 点击新增
4. 点击移除
","1. 显示正确
2. 排序正确
3. 新增一行，支持选择用户
4. 成功将用户从清单移除
",,2,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证验证编辑-标准责任人,无,"1. 标准责任人来源
2. 仅支持到单选，非必填
3. 支持模糊姓名或工号输入搜索选择
","1. 云研平台人员信息
2. 支持为空
3. 搜索结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证验证编辑-本级编号,无,"1. 必填
2. 长度1-8位文本
3. 仅支持字母和数字
4. 同一父级不可重复
","1. 为空提示：本级编号不能为空
2. 超长提示：本级编号长度必须为1-8位
3. 反之提示校验：本级编号只能包含字母与数字
4. 反之提示校验：同一父级不可重复
",,2,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证验证编辑-数据目录路径,无,"1. 查看数据目录路径
2. 如当前层级关系技术部（L0）、测试部（L1）、测试小组（L2）、安全测试（L3），若点击安全测试部编辑owner
","1. 回显正确，不支持编辑
2. 数据目录路径正确回显：技术部/测试部/测试小组/安全测试
",,2,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证验证编辑,用户具有编辑权限,"1. 点击「编辑」
2. 输入本级编号
3. 选择标准责任人如选择用户：xx1『用云研平台封装的人员选择器组件』
4. 数据Owner清单点击新增添加人员
5. 点击“保存”按钮
6. 再次点击「编辑」
7. 点击“保存”按钮
","1. 成功出现数据目录编辑弹框
2. 输入成功
3. 选择成功
4. 添加成功
5. 提示“保存成功”，弹框消失，列表标准责任人姓名回显xx1、标准责任人工号回显正确
6. 标准责任人上次维护的用户回显正确：xx1，修改用户为xx2
7. 提示“保存成功”，弹框消失，列表标准责任人姓名回显xx2、标准责任人工号回显正确
",,1,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证数据目录（L0-L3主要信息）列表,四层树形目录已成功展示,"1. 数据目录节点名称、目录层级、本级编号、标准责任人姓名、标准责任人工号、标准责任部门、排序、节点状态、更新时间、操作
2. 列表排序根据‘排序’字段顺序排列
3. 本列表数据全部用户均可见
4. 本列表页不设置分页
","1. 列表字段、字段值和Datablau中定义一致，仅回显不支持编辑
2. 排序正确
3. 不做数据隔离
4. 正确显示
",,2,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证重置按钮,无,"1. 点击重置
","1. 清空筛选项，列表刷新重置展示全部
",,3,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证L0-L3/L2A节点名称搜索,无,"1. 输入节点名称，点击搜索，支持模糊搜索
2. 搜索后计数，查看列表计数正确
","1. 搜索结果正确，仅展示和输入节点名称符合的数据
2. 数量正确
",,3,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 验证L0-L3/L2A目录树数据正确展示,已完成从Datablau建模平台的数据同步,"1. 在“数据目录管理页面”查看目录展示区域
2. 支持点击展开L1、L2、L3/L2A层级『@刘老师确认』
3. 支持点击收起L1、L2、L3/L2A层级
4. 展开各级节点，检查层级结构
","1. 默认展示L0层级，L1、L2、L3/L2A层级收起
2. 展开成功
3. 收起成功
4. 节点父子关系与Datablau中定义一致，无缺失或错位
",,1,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 【1228版本不验证】验证定时同步,无,"1. 每小时会定时发起同步任务
2. 如10：00定时自动同步成功
","1. 同步成功，L0-L3/L2A目录树数据正确
2. 「数据同步时间」时间正确，目录树数据更新
",,1,功能测试,功能测试阶段
【0111版本】数据货架-数据目录管理(#9889)【需求变更】,数据目录管理 【1228版本不验证】验证立即同步按钮,用户已进入“数据目录管理页面”<br>Datablau建模平台存在有效的L0-L3/L2A层级数据,"1. 点击同步数据，立刻发起同步任务
2. 同步任务未结束时，再次点击同步校验
3. 同步任务完成时，查看「数据同步时间」
4. Datablau目录树字段值变更，点击同步
5. Datablau目录树新增节点后，点击同步
6. Datablau目录树删除节点后，点击同步
","1. 同步成功，L0-L3/L2A目录树数据正确，数据来源datablau-DAM-架构管理-数据模型管理-业务对象模型
2. 提示：任务进行中，请稍后再试
3. 显示最后一次成功的同步完成时间，时间正确
4. 同步成功，数据门户数据同步更新
5. 同步成功，数据门户数据同步新增节点
6. 同步成功，数据门户数据同步删除节点
",,1,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证指标详情-【下级指标信息】,无,"1. 一页展示5行数据，超过分页展示
2. 列表显示序号、下级指标信息编号、下级指标名称、开始日期、结束日期
","1. 分页正确
2. 中核指标平台-元数据同步，下级指标信息同名字段，列表数据正确
",,3,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证指标详情-【上级指标信息】,无,"1. 一页展示5行数据，超过分页展示
2. 列表显示序号、上级指标信息编号、上级指标名称、开始日期、结束日期
","1. 分页正确
2. 中核指标平台-元数据同步，上级指标信息同名字段，列表数据正确
",,3,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证指标详情-【技术-维度信息】,无,"1. 一页展示5行数据，超过分页展示
2. 列表显示序号、维度编号、维度名称
","1. 分页正确
2. 中核指标平台-元数据同步，维度信息同名字段，列表数据正确
",,2,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证指标详情-【基本信息】,无,"1. 基本信息
2. 点击前往指标中台查看完整信息【1223版本不验证】
3. 基本属性字段包含：指标编号
、指标名称、英文简称、指标别名
、新增日期、业务领域、主题域分组
、主题域、指标层级、体系一级、体系二级
、是否重点指标、统计周期、刷新频率、计量单位
、统计维度、统计对象、指标管理公司、指标管理部门、指标责任人、是否基础数据、指标业务来源
、指标数据来源、安全等级
、指标生效周期、指标定义、设置目的
、计算公式、绿灯判定规则、黄灯判定规则、红灯判定规则、备注
4. 技术属性字段包含：填报部门
、填报人员、计量单位、数据表、数据来源数据库
、数据模型、数据字段、数据格式、指标报表分享地址
","1. 字段及字段值正确
2. 成功跳转到指标体系平台中对应指标的详情页
3. 中核指标平台-元数据同步，基本信息同名字段，字段及字段值正确
4. 中核指标平台-元数据同步，基本信息同名字段，字段及字段值正确
",,2,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证点击指标详情,无,"1. 点击指标详情
2. 顶部展示：指标名称（指标编码）
3. 详情所有字段及字段值：来源于指标体系平台同步的指标详细信息
4. 点击返回上层
","1. 成功进入指标详情页面
2. 回显正确
3. 回显正确
4. 页签选中指标列表页或者重新打开指标列表页
",,1,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证指标列表,无,"1. 列表显示：指标层级、指标名称、指标编码、业务领域/主题域分组/主题域、管理部门、计量单位、新增时间
","1. 字段及字段值正确
",,3,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证列表排序,无,"1. 默认按照新增日期倒序展示
2. 支持切换正序倒序，点击正序
3. 点击倒序
","1. 排序正确
2. 排序按照新增日期正序排列
3. 排序按照新增日期倒序排列
",,2,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 【1223版本不验证】验证数据同步时间展示,无,"1. 展示指标资源最后一次成功同步的完成时间
","1. 数据同步时间：年月日时分秒，时间正确
",,2,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 【1223版本不验证】验证前往指标平台,无,"1. 点击前往指标平台
","1. 成功以新窗口打开，单点登录指标平台-指标清单页面
",,1,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证筛选结果数量,无,"1. 筛选后显示，筛选结果：共xx个结果
","1. 筛选数量正确
",,2,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证组合搜索,无,"1. 指标搜索与指标目录的筛选取and逻辑
","1. 组合搜索结果正确
",,2,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证左侧数据目录树 选择,无,"1. 数据目录树来源：同步指标体系平台的业务领域-主题域分组-主题域目录
2. 默认展开1级节点
3. 点击下级节点展开
4. 点击下级节点收起
5. 仅支持单选，选中非末级节点
","1. 数据正确
2. 显示正确
3. 展开成功
4. 收起成功
5. 筛选结果正确，结果包含本级及其所有下级的所有指标
",,1,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证输入搜索,无,"1. 输入资源名称，点击搜索，支持模糊搜索
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【1223版本】数据货架-指标资源(#9830),指标资源 验证指标资源列表数据来源,无,"1. 从指标体系平台同步全量指标，门户系统过滤仅展示已上架指标
","1. 数据正确
",,1,功能测试,功能测试阶段
